,Min1,Max1,Min2,Max2
17:43:19.394 -> S0.05 8.11 153.62 2.31,,,,
17:43:19.394 -> S-0.02 -4.99 153.49 2.31,,,,
17:43:19.428 -> S-0.08 -10.48 153.49 2.31,,,,
17:43:19.428 -> S-0.10 -12.00 153.49 2.31,,,,
17:43:19.428 -> S-0.10 -12.08 153.49 2.31,,,,
17:43:19.428 -> S-0.09 -11.57 153.49 2.31,,,,
17:43:19.428 -> S-0.09 -11.38 153.49 2.31,,,,
17:43:19.428 -> S-0.08 -10.68 153.49 2.31,,,,
17:43:19.463 -> S-0.08 -10.43 153.49 2.31,,,,
17:43:19.463 -> S-0.08 -11.00 153.49 2.31,,,,
17:43:19.463 -> S-0.09 -11.35 153.49 2.31,,,,
17:43:19.463 -> S-0.09 -11.51 153.49 2.31,,,,
17:43:19.463 -> S-0.09 -11.66 153.49 2.31,,,,
17:43:19.496 -> S-0.10 -12.22 153.49 2.31,,,,
17:43:19.496 -> S-0.11 -12.84 153.49 2.31,,,,
17:43:19.496 -> S-0.12 -13.32 153.49 2.31,,,,
17:43:19.496 -> S-0.14 -13.99 153.49 2.31,,,,
17:43:19.496 -> S-0.14 -14.23 153.49 2.31,,,,
17:43:19.496 -> S-0.13 -13.87 153.49 2.31,,,,
17:43:19.530 -> S-0.13 -13.68 153.49 2.31,,,,
17:43:19.530 -> S-0.14 -13.92 153.49 2.31,,,,
17:43:19.530 -> S-0.13 -13.77 153.49 2.31,,,,
17:43:19.530 -> S-0.14 -14.18 153.49 2.31,,,,
17:43:19.530 -> S-0.14 -14.17 153.49 2.31,,,,
17:43:19.530 -> S-0.13 -13.66 153.49 2.31,,,,
17:43:19.563 -> S-0.13 -13.40 153.49 2.31,,,,
17:43:19.563 -> S-0.12 -13.28 153.49 2.31,,,,
17:43:19.563 -> S-0.13 -13.45 153.49 2.31,,,,
17:43:19.563 -> S-0.12 -13.19 153.49 2.31,,,,
17:43:19.563 -> S-0.12 -13.32 153.49 2.31,,,,
17:43:19.598 -> S-0.12 -12.97 153.49 2.31,,,,
17:43:19.598 -> S-0.11 -12.58 153.49 2.31,,,,
17:43:19.598 -> S-0.11 -12.71 153.49 2.31,,,,
17:43:19.598 -> S-0.12 -12.96 153.49 2.31,,,,
17:43:19.598 -> S-0.12 -12.98 153.49 2.31,,,,
17:43:19.598 -> S-0.11 -12.35 153.49 2.31,,,,
17:43:19.632 -> S-0.11 -12.52 153.49 2.31,,,,
17:43:19.632 -> S-0.11 -12.73 153.49 2.31,,,,
17:43:19.632 -> S-0.10 -12.25 153.49 2.31,,,,
17:43:19.632 -> S-0.11 -12.34 153.49 2.31,,,,
17:43:19.632 -> S-0.11 -12.39 153.49 2.31,,,,
17:43:19.669 -> S-0.11 -12.52 153.49 2.31,,,,
17:43:19.669 -> S-0.10 -12.07 153.49 2.31,,,,
17:43:19.669 -> S-0.10 -11.84 153.49 2.31,,,,
17:43:19.669 -> S-0.10 -11.85 153.49 2.31,,,,
17:43:19.669 -> S-0.10 -11.84 153.49 2.31,,,,
17:43:19.669 -> S-0.10 -11.69 153.49 2.31,,,,
17:43:19.669 -> S-0.10 -11.69 153.49 2.31,,,,
17:43:19.706 -> S-0.10 -11.75 153.49 2.31,,,,
17:43:19.706 -> S-0.10 -11.70 153.49 2.31,,,,
17:43:19.706 -> S-0.09 -11.53 153.49 2.31,,,,
17:43:19.706 -> S-0.09 -11.28 153.49 2.31,,,,
17:43:19.706 -> S-0.09 -11.18 153.49 2.31,,,,
17:43:19.740 -> S-0.09 -11.29 153.49 2.31,,,,
17:43:19.740 -> S-0.08 -10.90 153.49 2.31,,,,
17:43:19.740 -> S-0.08 -10.96 153.49 2.31,,,,
17:43:19.740 -> S-0.08 -10.98 153.49 2.31,,,,
17:43:19.740 -> S-0.08 -10.60 153.49 2.31,,,,
17:43:19.740 -> S-0.08 -10.52 153.49 2.31,,,,
17:43:19.740 -> S-0.08 -10.53 153.49 2.31,,,,
17:43:19.777 -> S-0.08 -10.54 153.49 2.31,,,,
17:43:19.777 -> S-0.07 -10.24 153.49 2.31,,,,
17:43:19.777 -> S-0.07 -10.28 153.49 2.31,,,,
17:43:19.777 -> S-0.07 -10.14 153.49 2.31,,,,
17:43:19.777 -> S-0.07 -10.13 153.49 2.31,,,,
17:43:19.777 -> S-0.07 -9.95 153.49 2.31,,,,
17:43:19.811 -> S-0.07 -10.05 153.49 2.31,,,,
17:43:19.811 -> S-0.07 -9.90 153.49 2.31,,,,
17:43:19.811 -> S-0.07 -9.84 153.49 2.31,,,,
17:43:19.811 -> S-0.07 -9.66 153.49 2.31,,,,
17:43:19.811 -> S-0.06 -9.58 153.49 2.31,,,,
17:43:19.844 -> S-0.06 -9.51 153.49 2.31,,,,
17:43:19.844 -> S-0.07 -9.83 153.49 2.31,,,,
17:43:19.844 -> S-0.06 -9.47 153.49 2.31,,,,
17:43:19.844 -> S-0.06 -9.33 153.49 2.31,,,,
17:43:19.844 -> S-0.06 -9.25 153.49 2.31,,,,
17:43:19.844 -> S-0.06 -9.25 153.49 2.31,,,,
17:43:19.880 -> S-0.05 -8.74 153.49 2.31,,,,
17:43:19.880 -> S-0.05 -8.76 153.49 2.31,,,,
17:43:19.880 -> S-0.05 -8.78 153.49 2.31,,,,
17:43:19.880 -> S-0.05 -8.72 153.49 2.31,,,,
17:43:19.880 -> S-0.05 -8.85 153.49 2.31,,,,
17:43:19.880 -> S-0.05 -8.65 153.49 2.31,,,,
17:43:19.914 -> S-0.05 -8.38 153.49 2.31,,,,
17:43:19.914 -> S-0.05 -8.35 153.49 2.31,,,,
17:43:19.914 -> S-0.05 -8.38 153.49 2.31,,,,
17:43:19.914 -> S-0.05 -8.76 153.49 2.31,,,,
17:43:19.914 -> S-0.05 -8.67 153.49 2.31,,,,
17:43:19.949 -> S-0.05 -8.41 153.49 2.31,,,,
17:43:19.949 -> S-0.05 -8.32 153.49 2.31,,,,
17:43:19.949 -> S-0.05 -8.14 153.49 2.31,,,,
17:43:19.949 -> S-0.05 -8.10 153.49 2.31,,,,
17:43:19.949 -> S-0.04 -7.93 153.49 2.31,,,,
17:43:19.949 -> S-0.04 -7.99 153.49 2.31,,,,
17:43:19.982 -> S-0.05 -8.20 153.49 2.31,,,,
17:43:19.982 -> S-0.04 -7.99 153.49 2.31,,,,
17:43:19.982 -> S-0.04 -7.79 153.49 2.31,,,,
17:43:19.982 -> S-0.04 -7.68 153.49 2.31,,,,
17:43:19.982 -> S-0.04 -7.62 153.49 2.31,,,,
17:43:19.982 -> S-0.04 -7.49 153.49 2.31,,,,
17:43:20.017 -> S-0.04 -7.51 153.49 2.31,,,,
17:43:20.017 -> S-0.04 -7.59 153.49 2.31,,,,
17:43:20.017 -> S-0.04 -7.62 153.49 2.31,,,,
17:43:20.017 -> S-0.04 -7.44 153.49 2.31,,,,
17:43:20.017 -> S-0.04 -7.21 153.49 2.31,,,,
17:43:20.017 -> S-0.04 -7.14 153.49 2.31,,,,
17:43:20.050 -> S-0.03 -7.04 153.49 2.31,,,,
17:43:20.050 -> S-0.03 -6.95 153.49 2.31,,,,
17:43:20.050 -> S-0.03 -6.95 153.49 2.31,,,,
17:43:20.050 -> S-0.03 -6.97 153.49 2.31,,,,
17:43:20.050 -> S-0.03 -6.90 153.49 2.31,,,,
17:43:20.084 -> S-0.03 -6.90 153.49 2.31,,,,
17:43:20.084 -> S-0.03 -6.90 153.49 2.31,,,,
17:43:20.084 -> S-0.03 -6.79 153.49 2.31,,,,
17:43:20.084 -> S-0.03 -6.61 153.49 2.31,,,,
17:43:20.084 -> S-0.03 -6.44 153.49 2.31,,,,
17:43:20.084 -> S-0.03 -6.48 153.49 2.31,,,,
17:43:20.121 -> S-0.03 -6.59 153.49 2.31,,,,
17:43:20.121 -> S-0.03 -6.63 153.49 2.31,,,,
17:43:20.121 -> S-0.03 -6.55 153.49 2.31,,,,
17:43:20.121 -> S-0.03 -6.46 153.49 2.31,,,,
17:43:20.121 -> S-0.03 -6.51 153.49 2.31,,,,
17:43:20.121 -> S-0.03 -6.42 153.49 2.31,,,,
17:43:20.155 -> S-0.03 -6.23 153.49 2.31,,,,
17:43:20.155 -> S-0.03 -6.27 153.49 2.31,,,,
17:43:20.155 -> S-0.03 -6.19 153.49 2.31,,,,
17:43:20.155 -> S-0.03 -6.05 153.49 2.31,,,,
17:43:20.155 -> S-0.02 -5.95 153.49 2.31,,,,
17:43:20.188 -> S-0.03 -6.05 153.49 2.31,,,,
17:43:20.188 -> S-0.03 -6.17 153.49 2.31,,,,
17:43:20.188 -> S-0.02 -5.97 153.49 2.31,,,,
17:43:20.188 -> S-0.02 -5.99 153.49 2.31,,,,
17:43:20.188 -> S-0.03 -6.11 153.49 2.31,,,,
17:43:20.188 -> S-0.02 -5.95 153.49 2.31,,,,
17:43:20.223 -> S-0.02 -5.78 153.49 2.31,,,,
17:43:20.223 -> S-0.02 -5.80 153.49 2.31,,,,
17:43:20.223 -> S-0.02 -5.88 153.49 2.31,,,,
17:43:20.223 -> S-0.02 -5.78 153.49 2.31,,,,
17:43:20.223 -> S-0.02 -5.76 153.49 2.31,,,,
17:43:20.223 -> S-0.02 -5.65 153.49 2.31,,,,
17:43:20.256 -> S-0.02 -5.54 153.49 2.31,,,,
17:43:20.256 -> S-0.02 -5.36 153.49 2.31,,,,
17:43:20.256 -> S-0.02 -5.25 153.49 2.31,,,,
17:43:20.256 -> S-0.02 -5.30 153.49 2.31,,,,
17:43:20.256 -> S-0.02 -5.39 153.49 2.31,,,,
17:43:20.256 -> S-0.02 -5.43 153.49 2.31,,,,
17:43:20.290 -> S-0.02 -5.41 153.49 2.31,,,,
17:43:20.290 -> S-0.02 -5.36 153.49 2.31,,,,
17:43:20.290 -> S-0.02 -5.27 153.49 2.31,,,,
17:43:20.290 -> S-0.02 -5.08 153.49 2.31,,,,
17:43:20.290 -> S-0.02 -5.06 153.49 2.31,,,,
17:43:20.324 -> S-0.02 -5.20 153.49 2.31,,,,
17:43:20.324 -> S-0.02 -5.23 153.49 2.31,,,,
17:43:20.324 -> S-0.02 -5.08 153.49 2.31,,,,
17:43:20.324 -> S-0.02 -4.96 153.49 2.31,,,,
17:43:20.324 -> S-0.02 -5.01 153.49 2.31,,,,
17:43:20.324 -> S-0.02 -5.01 153.49 2.31,,,,
17:43:20.358 -> S-0.02 -4.86 153.49 2.31,,,,
17:43:20.358 -> S-0.02 -4.89 153.49 2.31,,,,
17:43:20.358 -> S-0.02 -4.99 153.49 2.31,,,,
17:43:20.358 -> S-0.02 -4.71 153.49 2.31,,,,
17:43:20.358 -> S-0.01 -4.44 153.49 2.31,,,,
17:43:20.358 -> S-0.01 -4.50 153.49 2.31,,,,
17:43:20.391 -> S-0.01 -4.58 153.49 2.31,,,,
17:43:20.391 -> S-0.01 -4.44 153.49 2.31,,,,
17:43:20.391 -> S-0.01 -4.44 153.49 2.31,,,,
17:43:20.391 -> S-0.01 -4.55 153.49 2.31,,,,
17:43:20.391 -> S-0.01 -4.61 153.49 2.31,,,,
17:43:20.425 -> S-0.01 -4.55 153.49 2.31,,,,
17:43:20.425 -> S-0.01 -4.50 153.49 2.31,,,,
17:43:20.425 -> S-0.01 -4.53 153.49 2.31,,,,
17:43:20.425 -> S-0.01 -4.39 153.49 2.31,,,,
17:43:20.425 -> S-0.01 -4.22 153.49 2.31,,,,
17:43:20.425 -> S-0.01 -4.28 153.49 2.31,,,,
17:43:20.458 -> S-0.01 -4.42 153.49 2.31,,,,
17:43:20.458 -> S-0.01 -4.33 153.49 2.31,,,,
17:43:20.458 -> S-0.01 -4.19 153.49 2.31,,,,
17:43:20.458 -> S-0.01 -4.28 153.49 2.31,,,,
17:43:20.458 -> S-0.01 -4.39 153.49 2.31,,,,
17:43:20.492 -> S-0.01 -4.16 153.49 2.31,,,,
17:43:20.492 -> S-0.01 -3.95 153.49 2.31,,,,
17:43:20.492 -> S-0.01 -3.95 153.49 2.31,,,,
17:43:20.492 -> S-0.01 -3.92 153.49 2.31,,,,
17:43:20.492 -> S-0.01 -3.79 153.49 2.31,,,,
17:43:20.492 -> S-0.01 -3.73 153.49 2.31,,,,
17:43:20.526 -> S-0.01 -3.92 153.49 2.31,,,,
17:43:20.526 -> S-0.01 -3.95 153.49 2.31,,,,
17:43:20.526 -> S-0.01 -3.76 153.49 2.31,,,,
17:43:20.526 -> S-0.01 -3.79 153.49 2.31,,,,
17:43:20.526 -> S-0.01 -3.86 153.49 2.31,,,,
17:43:20.526 -> S-0.01 -3.73 153.49 2.31,,,,
17:43:20.563 -> S-0.01 -3.53 153.49 2.31,,,,
17:43:20.563 -> S-0.01 -3.59 153.49 2.31,,,,
17:43:20.563 -> S-0.01 -3.73 153.49 2.31,,,,
17:43:20.563 -> S-0.01 -3.63 153.49 2.31,,,,
17:43:20.563 -> S-0.01 -3.42 153.49 2.31,,,,
17:43:20.563 -> S-0.01 -3.49 153.49 2.31,,,,
17:43:20.598 -> S-0.01 -3.63 153.49 2.31,,,,
17:43:20.598 -> S-0.01 -3.56 153.49 2.31,,,,
17:43:20.598 -> S-0.01 -3.46 153.49 2.31,,,,
17:43:20.598 -> S-0.01 -3.53 153.49 2.31,,,,
17:43:20.598 -> S-0.01 -3.56 153.49 2.31,,,,
17:43:20.631 -> S-0.01 -3.20 153.49 2.31,,,,
17:43:20.631 -> S-0.01 -3.04 153.49 2.31,,,,
17:43:20.631 -> S-0.01 -3.12 153.49 2.31,,,,
17:43:20.631 -> S-0.01 -3.16 153.49 2.31,,,,
17:43:20.631 -> S-0.01 -3.04 153.49 2.31,,,,
17:43:20.631 -> S-0.01 -3.12 153.49 2.31,,,,
17:43:20.666 -> S-0.01 -3.39 153.49 2.31,,,,
17:43:20.666 -> S-0.01 -3.31 153.49 2.31,,,,
17:43:20.666 -> S-0.01 -3.08 153.49 2.31,,,,
17:43:20.666 -> S-0.01 -3.08 153.49 2.31,,,,
17:43:20.666 -> S-0.01 -3.16 153.49 2.31,,,,
17:43:20.666 -> S-0.01 -3.08 153.49 2.31,,,,
17:43:20.704 -> S-0.01 -2.96 153.49 2.31,,,,
17:43:20.704 -> S-0.01 -3.08 153.49 2.31,,,,
17:43:20.704 -> S-0.01 -3.20 153.49 2.31,,,,
17:43:20.704 -> S-0.01 -3.04 153.49 2.31,,,,
17:43:20.704 -> S-0.01 -2.92 153.49 2.31,,,,
17:43:20.704 -> S-0.01 -3.00 153.49 2.31,,,,
17:43:20.737 -> S-0.01 -3.04 153.49 2.31,,,,
17:43:20.737 -> S-0.01 -2.84 153.49 2.31,,,,
17:43:20.737 -> S-0.01 -2.75 153.49 2.31,,,,
17:43:20.737 -> S-0.01 -3.00 153.49 2.31,,,,
17:43:20.737 -> S-0.01 -3.08 153.49 2.31,,,,
17:43:20.774 -> S-0.01 -2.88 153.49 2.31,,,,
17:43:20.774 -> S-0.01 -2.79 153.49 2.31,,,,
17:43:20.774 -> S-0.01 -3.04 153.49 2.31,,,,
17:43:20.774 -> S-0.01 -3.00 153.49 2.31,,,,
17:43:20.774 -> S-0.01 -2.75 153.49 2.31,,,,
17:43:20.774 -> S-0.01 -2.79 153.49 2.31,,,,
17:43:20.774 -> S-0.01 -2.92 153.49 2.31,,,,
17:43:20.809 -> S-0.01 -2.79 153.49 2.31,,,,
17:43:20.809 -> S-0.00 -2.61 153.49 2.31,,,,
17:43:20.809 -> S-0.01 -2.75 153.49 2.31,,,,
17:43:20.809 -> S-0.01 -3.00 153.49 2.31,,,,
17:43:20.809 -> S-0.01 -2.84 153.49 2.31,,,,
17:43:20.809 -> S-0.00 -2.66 153.49 2.31,,,,
17:43:20.843 -> S-0.01 -2.79 153.49 2.31,,,,
17:43:20.843 -> S-0.01 -2.88 153.49 2.31,,,,
17:43:20.843 -> S-0.00 -2.66 153.49 2.31,,,,
17:43:20.843 -> S-0.00 -2.57 153.49 2.31,,,,
17:43:20.843 -> S-0.01 -2.88 153.49 2.31,,,,
17:43:20.876 -> S-0.01 -3.04 153.49 2.31,,,,
17:43:20.876 -> S-0.01 -2.79 153.49 2.31,,,,
17:43:20.876 -> S-0.00 -2.66 153.49 2.31,,,,
17:43:20.876 -> S-0.01 -2.84 153.49 2.31,,,,
17:43:20.876 -> S-0.01 -2.79 153.49 2.31,,,,
17:43:20.876 -> S-0.00 -2.52 153.49 2.31,,,,
17:43:20.913 -> S-0.00 -2.57 153.49 2.31,,,,
17:43:20.913 -> S-0.01 -2.75 153.49 2.31,,,,
17:43:20.913 -> S-0.01 -2.70 153.49 2.31,,,,
17:43:20.913 -> S-0.00 -2.47 153.49 2.31,,,,
17:43:20.913 -> S-0.00 -2.66 153.49 2.31,,,,
17:43:20.913 -> S-0.01 -2.88 153.49 2.31,,,,
17:43:20.947 -> S-0.01 -2.75 153.49 2.31,,,,
17:43:20.947 -> S-0.00 -2.52 153.49 2.31,,,,
17:43:20.947 -> S-0.00 -2.52 153.49 2.31,,,,
17:43:20.947 -> S-0.00 -2.66 153.49 2.31,,,,
17:43:20.947 -> S-0.00 -2.47 153.49 2.31,,,,
17:43:20.947 -> S-0.00 -2.42 153.49 2.31,,,,
17:43:20.980 -> S-0.00 -2.66 153.49 2.31,,,,
17:43:20.980 -> S-0.01 -2.79 153.49 2.31,,,,
17:43:20.980 -> S-0.00 -2.47 153.49 2.31,,,,
17:43:20.980 -> S-0.00 -2.26 153.49 2.31,,,,
17:43:20.980 -> S-0.00 -2.52 153.49 2.31,,,,
17:43:21.015 -> S-0.00 -2.57 153.49 2.31,,,,
17:43:21.015 -> S-0.00 -2.32 153.49 2.31,,,,
17:43:21.015 -> S-0.00 -2.32 153.49 2.31,,,,
17:43:21.015 -> S-0.00 -2.66 153.49 2.31,,,,
17:43:21.015 -> S-0.00 -2.66 153.49 2.31,,,,
17:43:21.015 -> S-0.00 -2.37 153.49 2.31,,,,
17:43:21.054 -> S-0.00 -2.42 153.49 2.31,,,,
17:43:21.054 -> S-0.00 -2.61 153.49 2.31,,,,
17:43:21.054 -> S-0.00 -2.42 153.49 2.31,,,,
17:43:21.054 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.054 -> S-0.00 -2.32 153.49 2.31,,,,
17:43:21.054 -> S-0.00 -2.52 153.49 2.31,,,,
17:43:21.054 -> S-0.00 -2.32 153.49 2.31,,,,
17:43:21.091 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.091 -> S-0.00 -2.37 153.49 2.31,,,,
17:43:21.091 -> S-0.00 -2.57 153.49 2.31,,,,
17:43:21.091 -> S-0.00 -2.26 153.49 2.31,,,,
17:43:21.091 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.091 -> S-0.00 -2.37 153.49 2.31,,,,
17:43:21.124 -> S-0.00 -2.47 153.49 2.31,,,,
17:43:21.124 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.124 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.124 -> S-0.00 -2.47 153.49 2.31,,,,
17:43:21.124 -> S-0.00 -2.42 153.49 2.31,,,,
17:43:21.163 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.163 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.163 -> S-0.00 -2.37 153.49 2.31,,,,
17:43:21.163 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.163 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.163 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.196 -> S-0.00 -2.42 153.49 2.31,,,,
17:43:21.196 -> S-0.00 -2.32 153.49 2.31,,,,
17:43:21.196 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.196 -> S-0.00 -2.26 153.49 2.31,,,,
17:43:21.196 -> S-0.00 -2.32 153.49 2.31,,,,
17:43:21.196 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.232 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.232 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.232 -> S-0.00 -2.37 153.49 2.31,,,,
17:43:21.232 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.232 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.232 -> S-0.00 -2.26 153.49 2.31,,,,
17:43:21.265 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.265 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.265 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.265 -> S-0.00 -2.32 153.49 2.31,,,,
17:43:21.265 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.300 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.300 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.300 -> S-0.00 -2.32 153.49 2.31,,,,
17:43:21.300 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.300 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.300 -> S-0.00 -2.04 153.49 2.31,,,,
17:43:21.300 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.334 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.334 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.334 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.334 -> S-0.00 -2.32 153.49 2.31,,,,
17:43:21.334 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.367 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.367 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.367 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.367 -> S-0.00 -1.64 153.49 2.31,,,,
17:43:21.367 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.367 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.403 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.403 -> S-0.00 -2.04 153.49 2.31,,,,
17:43:21.403 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.403 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.403 -> S-0.00 -1.85 153.49 2.31,,,,
17:43:21.403 -> S-0.00 -1.56 153.49 2.31,,,,
17:43:21.439 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.439 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.439 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.439 -> S-0.00 -1.85 153.49 2.31,,,,
17:43:21.439 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.439 -> S-0.00 -2.21 153.49 2.31,,,,
17:43:21.475 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.475 -> S-0.00 -1.71 153.49 2.31,,,,
17:43:21.475 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.475 -> S-0.00 -2.04 153.49 2.31,,,,
17:43:21.475 -> S-0.00 -1.64 153.49 2.31,,,,
17:43:21.508 -> S-0.00 -1.71 153.49 2.31,,,,
17:43:21.508 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.508 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.508 -> S-0.00 -1.85 153.49 2.31,,,,
17:43:21.508 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.508 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.541 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.541 -> S-0.00 -1.40 153.49 2.31,,,,
17:43:21.541 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.541 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.541 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.541 -> S-0.00 -1.85 153.49 2.31,,,,
17:43:21.575 -> S-0.00 -2.04 153.49 2.31,,,,
17:43:21.575 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.575 -> S-0.00 -1.71 153.49 2.31,,,,
17:43:21.575 -> S-0.00 -1.48 153.49 2.31,,,,
17:43:21.575 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.612 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.612 -> S-0.00 -1.64 153.49 2.31,,,,
17:43:21.612 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.612 -> S-0.00 -2.15 153.49 2.31,,,,
17:43:21.612 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.612 -> S-0.00 -1.56 153.49 2.31,,,,
17:43:21.649 -> S-0.00 -1.56 153.49 2.31,,,,
17:43:21.649 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.649 -> S-0.00 -1.85 153.49 2.31,,,,
17:43:21.649 -> S-0.00 -1.56 153.49 2.31,,,,
17:43:21.649 -> S-0.00 -1.85 153.49 2.31,,,,
17:43:21.649 -> S-0.00 -2.10 153.49 2.31,,,,
17:43:21.649 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.683 -> S-0.00 -1.48 153.49 2.31,,,,
17:43:21.683 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.683 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.683 -> S-0.00 -1.71 153.49 2.31,,,,
17:43:21.683 -> S-0.00 -1.48 153.49 2.31,,,,
17:43:21.720 -> S-0.00 -1.85 153.49 2.31,,,,
17:43:21.720 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.720 -> S-0.00 -1.48 153.49 2.31,,,,
17:43:21.720 -> S-0.00 -1.56 153.49 2.31,,,,
17:43:21.720 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.720 -> S-0.00 -2.04 153.49 2.31,,,,
17:43:21.755 -> S-0.00 -1.48 153.49 2.31,,,,
17:43:21.755 -> S-0.00 -1.40 153.49 2.31,,,,
17:43:21.755 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.755 -> S-0.00 -1.71 153.49 2.31,,,,
17:43:21.755 -> S-0.00 -1.48 153.49 2.31,,,,
17:43:21.755 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.789 -> S-0.00 -2.04 153.49 2.31,,,,
17:43:21.789 -> S-0.00 -1.71 153.49 2.31,,,,
17:43:21.789 -> S-0.00 -1.31 153.49 2.31,,,,
17:43:21.789 -> S-0.00 -1.56 153.49 2.31,,,,
17:43:21.789 -> S-0.00 -1.85 153.49 2.31,,,,
17:43:21.789 -> S-0.00 -1.56 153.49 2.31,,,,
17:43:21.822 -> S-0.00 -1.48 153.49 2.31,,,,
17:43:21.822 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.822 -> S-0.00 -1.98 153.49 2.31,,,,
17:43:21.822 -> S-0.00 -1.48 153.49 2.31,,,,
17:43:21.822 -> S-0.00 -1.31 153.49 2.31,,,,
17:43:21.856 -> S-0.00 -1.78 153.49 2.31,,,,
17:43:21.856 -> S-0.00 -1.85 153.49 2.31,,,,
17:43:21.856 -> S-0.00 -1.40 153.49 2.31,,,,
17:43:21.856 -> S-0.00 -1.48 153.49 2.31,,,,
17:43:21.856 -> S-0.00 -1.85 153.49 2.31,,,,
17:43:21.856 -> S-0.00 -1.71 153.49 2.31,,,,
17:43:21.889 -> S-0.00 -1.31 153.49 2.31,,,,
17:43:21.889 -> S-0.00 -1.56 153.49 2.31,,,,
17:43:21.889 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.889 -> S-0.00 -1.64 153.49 2.31,,,,
17:43:21.889 -> S-0.00 -1.21 153.49 2.31,,,,
17:43:21.927 -> S-0.00 -1.56 153.49 2.31,,,,
17:43:21.927 -> S-0.00 -1.91 153.49 2.31,,,,
17:43:21.927 -> S-0.00 -1.56 153.49 2.31,,,,
17:43:21.927 -> S-0.00 -1.40 153.49 2.31,,,,
17:43:21.927 -> S-0.00 -1.71 153.49 2.31,,,,
17:43:21.927 -> S-0.00 -1.85 153.49 2.31,,,,
