17:15:48.006 -> S-0.08 -10.48 411.24 0.06 -8.93 411.13 6.19,,,,
17:15:48.006 -> S-0.05 -8.60 411.13 6.19,,,,
17:15:48.006 -> S-0.05 -8.47 411.13 6.19,,,,
17:15:48.006 -> S-0.05 -19 411.13 6.19,,,,
17:15:48.006 -> S-0.06 -9.05 411.13 6.19,,,,
17:15:48.006 -> S-0.06 -8.93 411.13 6.19,,,,
17:15:48.006 -> S-0.05 -8.60 411.13 6.19,,,,
17:15:48.006 -> S-0.05 -8.47 411.13 6.19,,,,
17:15:48.006 -> S-0.05 -S⸮ 411.13 6.19,,,,
17:15:48.006 -> S-0.06 -9.05 411.13 6.19,,,,
17:15:48.006 -> S-0.06 -8.93 411.13 6.19,,,,
17:15:48.006 -> S-0.05 -8.60 411.13 6.19,,,,
17:15:48.006 -> S-0.05 -8.47 411.13 6.19,,,,
17:15:48.006 -> S-0.05 -S⸮S-0.05 -8.26 411.13 6.19,,,,
17:15:48.006 -> S-0.05 -8.41 411.13 6.19,,,,
17:15:48.006 -> S-⸮S-0.05 -8.13 0.00 0.00,,,,
17:15:48.135 -> S-0.05 -8.32 0.00 0.00,,,,
17:15:48.135 -> S-0.05 -8.44 0.00 0.00,,,,
17:15:48.135 -> S-0.05 -8.39 0.00 0.00,,,,
17:15:48.135 -> S-0.05 -8.44 0.00 0.00,,,,
17:15:48.135 -> S-0.05 -8.44 0.00 0.00,,,,
17:15:48.135 -> S-0.05 -8.44 0.00 0.00,,,,
17:15:48.171 -> S-0.05 -8.07 0.00 0.00,,,,
17:15:48.171 -> S-0.04 -7.89 0.00 0.00,,,,
17:15:48.171 -> S-0.05 -8.28 0.00 0.00,,,,
17:15:48.171 -> S-0.05 -8.39 0.00 0.00,,,,
17:15:48.171 -> S-0.05 -8.23 0.00 0.00,,,,
17:15:48.171 -> S-0.05 -8.23 0.00 0.00,,,,
17:15:48.209 -> S-0.05 -8.22 0.00 0.00,,,,
17:15:48.209 -> S-0.05 -8.20 0.00 0.00,,,,
17:15:48.209 -> S-0.05 -8.10 0.00 0.00,,,,
17:15:48.209 -> S-0.05 -8.14 0.00 0.00,,,,
17:15:48.209 -> S-0.05 -8.10 0.00 0.00,,,,
17:15:48.209 -> S-0.05 -8.19 0.00 0.00,,,,
17:15:48.209 -> S-0.05 -8.28 0.00 0.00,,,,
17:15:48.246 -> S-0.05 -8.28 0.00 0.00,,,,
17:15:48.246 -> S-0.04 -7.99 0.00 0.00,,,,
17:15:48.246 -> S-0.04 -7.81 0.00 0.00,,,,
17:15:48.246 -> S-0.04 -7.84 0.00 0.00,,,,
17:15:48.246 -> S-0.04 -7.89 0.00 0.00,,,,
17:15:48.246 -> S-0.05 -8.11 0.00 0.00,,,,
17:15:48.284 -> S-0.04 -8.02 0.00 0.00,,,,
17:15:48.284 -> S-0.04 -7.90 0.00 0.00,,,,
17:15:48.284 -> S-0.04 -8.01 0.00 0.00,,,,
17:15:48.284 -> S-0.04 -7.99 0.00 0.00,,,,
17:15:48.284 -> S-0.04 -7.92 0.00 0.00,,,,
17:15:48.284 -> S-0.04 -7.92 0.00 0.00,,,,
17:15:48.322 -> S-0.04 -7.85 0.00 0.00,,,,
