0.000000,-1.980000
0.006000,-1.910000
0.012000,-1.640000
0.018001,-1.780000
0.024001,-1.910000
0.030001,-1.640000
0.036001,-1.400000
0.042001,-1.780000
0.048002,-1.980000
0.054002,-1.710000
0.060002,-1.400000
0.066002,-1.640000
0.072002,-1.780000
0.078003,-1.560000
0.084003,-1.480000
0.090003,-1.910000
0.096003,-2.040000
0.102003,-1.640000
0.108003,-1.210000
0.114004,-1.310000
0.120004,-1.710000
0.126004,-1.710000
0.132004,-1.780000
0.138004,-1.980000
0.144005,-1.850000
0.150005,-1.100000
0.156005,-0.860000
0.162005,-1.480000
0.168005,-1.850000
0.174006,-1.640000
0.180006,-1.640000
0.186006,-1.710000
0.192006,-1.560000
0.198006,-0.990000
0.204007,-1.310000
0.210007,-1.780000
0.216007,-1.780000
0.222007,-1.310000
0.228007,-1.480000
0.234008,-1.850000
0.240008,-1.710000
0.246008,-1.100000
0.252008,-1.210000
0.258008,-1.400000
0.264008,-1.310000
0.270009,-1.210000
0.276009,-1.710000
0.282009,-1.910000
0.288009,-1.560000
0.294009,-1.100000
0.300010,-1.400000
0.306010,-1.480000
0.312010,-1.210000
0.318010,-0.990000
0.324010,-1.400000
0.330011,8.820000
0.336011,22.270000
0.342011,37.990000
0.348011,45.190000
0.354011,46.280000
0.360012,44.330000
0.366012,45.240000
0.372012,46.270000
0.378012,46.640000
0.384012,45.330000
0.390013,45.930000
0.396013,45.900000
0.402013,45.880000
0.408013,45.540000
0.414013,45.710000
0.420014,46.450000
0.426014,45.960000
0.432014,47.720000
0.438014,47.440000
0.444014,47.110000
0.450014,47.380000
0.456015,48.330000
0.462015,47.000000
0.468015,47.030000
0.474015,46.460000
0.480015,48.130000
0.486016,46.510000
0.492016,47.400000
0.498016,47.960000
0.504016,48.680000
0.510016,47.990000
0.516017,47.610000
0.522017,47.250000
0.528017,47.570000
0.534017,47.980000
0.540017,48.920000
0.546018,48.010000
0.552018,47.370000
0.558018,48.250000
0.564018,48.560000
0.570018,48.570000
0.576019,47.580000
0.582019,48.610000
0.588019,48.130000
0.594019,48.870000
0.600019,48.800000
0.606019,48.730000
0.612020,48.380000
0.618020,49.420000
0.624020,49.180000
0.630020,49.600000
0.636020,48.950000
0.642021,48.080000
0.648021,48.440000
0.654021,48.080000
0.660021,48.140000
0.666021,49.180000
0.672022,48.600000
0.678022,48.170000
0.684022,48.860000
0.690022,49.080000
0.696022,49.220000
0.702023,48.920000
0.708023,48.120000
0.714023,47.990000
0.720023,48.630000
0.726023,48.400000
0.732024,48.820000
0.738024,48.340000
0.744024,48.610000
0.750024,50.050000
0.756024,49.630000
0.762025,49.140000
0.768025,48.250000
0.774025,49.660000
0.780025,48.940000
0.786025,48.770000
0.792025,48.770000
0.798026,48.990000
0.804026,48.420000
0.810026,48.930000
0.816026,49.340000
0.822026,48.530000
0.828027,48.860000
0.834027,49.180000
0.840027,49.060000
0.846027,48.610000
0.852027,49.410000
0.858028,48.880000
0.864028,48.240000
0.870028,48.560000
0.876028,48.840000
0.882028,49.160000
0.888029,49.260000
0.894029,48.900000
0.900029,49.070000
0.906029,48.550000
0.912029,49.030000
0.918030,49.290000
0.924030,49.550000
0.930030,50.420000
0.936030,50.630000
0.942030,49.920000
0.948030,49.940000
0.954031,50.740000
0.960031,50.720000
0.966031,50.330000
0.972031,50.260000
0.978031,50.120000
0.984032,49.980000
0.990032,51.360000
0.996032,50.300000
1.002032,50.700000
1.008032,50.160000
1.014033,50.720000
1.020033,50.900000
1.026033,50.980000
1.032033,50.790000
1.038033,50.790000
1.044034,50.360000
1.050034,52.400000
1.056034,51.270000
1.062034,51.930000
1.068034,50.960000
1.074035,51.260000
1.080035,51.920000
1.086035,52.550000
1.092035,51.390000
1.098035,51.060000
1.104036,52.020000
1.110036,51.920000
1.116036,51.900000
1.122036,52.000000
1.128036,51.180000
1.134036,52.060000
1.140037,52.300000
1.146037,51.710000
1.152037,52.600000
1.158037,51.480000
1.164037,51.070000
1.170038,52.440000
1.176038,51.420000
1.182038,51.720000
1.188038,51.360000
1.194038,50.850000
1.200039,51.470000
1.206039,51.900000
1.212039,52.020000
1.218039,51.300000
1.224039,51.380000
1.230040,51.290000
1.236040,51.180000
1.242040,51.110000
1.248040,52.120000
1.254040,52.600000
1.260041,51.630000
1.266041,52.380000
1.272041,51.290000
1.278041,51.950000
1.284041,52.670000
1.290041,52.040000
1.296042,52.600000
1.302042,52.560000
1.308042,52.320000
1.314042,51.960000
1.320042,51.600000
1.326043,51.610000
1.332043,31.770000
1.338043,9.730000
1.344043,-12.490000
1.350043,-26.560000
1.356044,-38.940000
1.362044,-49.430000
1.368044,-53.480000
1.374044,-52.020000
1.380044,-52.990000
1.386045,-52.800000
1.392045,-52.920000
1.398045,-53.130000
1.404045,-51.410000
1.410045,-52.080000
1.416046,-52.030000
1.422046,-53.260000
1.428046,-52.910000
1.434046,-52.980000
1.440046,-53.250000
1.446047,-52.800000
1.452047,-52.010000
1.458047,-51.410000
1.464047,-51.810000
1.470047,-50.950000
1.476047,-51.370000
1.482048,-49.500000
1.488048,-49.930000
1.494048,-50.800000
1.500048,-51.320000
1.506048,-50.770000
1.512049,-50.640000
1.518049,-49.240000
1.524049,-48.580000
1.530049,-48.970000
1.536049,-49.370000
1.542050,-49.110000
1.548050,-49.630000
1.554050,-49.380000
1.560050,-49.090000
1.566050,-47.940000
1.572051,-48.010000
1.578051,-46.280000
1.584051,-47.140000
1.590051,-47.730000
1.596051,-48.790000
1.602052,-46.680000
1.608052,-46.310000
1.614052,-47.720000
1.620052,-48.020000
1.626052,-46.410000
1.632052,-45.990000
1.638053,-45.930000
1.644053,-45.390000
1.650053,-45.120000
1.656053,-44.900000
1.662053,-44.690000
1.668054,-44.950000
1.674054,-44.440000
1.680054,-44.130000
1.686054,-44.050000
1.692054,-43.720000
1.698055,-44.820000
1.704055,-43.920000
1.710055,-43.170000
1.716055,-43.210000
1.722055,-42.870000
1.728056,-43.320000
1.734056,-43.750000
1.740056,-43.400000
1.746056,-41.980000
1.752056,-41.510000
1.758057,-42.290000
1.764057,-41.490000
1.770057,-40.450000
1.776057,-40.950000
1.782057,-41.720000
1.788058,-41.140000
1.794058,-41.940000
1.800058,-40.440000
1.806058,-41.470000
1.812058,-40.570000
1.818058,-39.300000
1.824059,-39.880000
1.830059,-40.130000
1.836059,-39.960000
1.842059,-39.530000
1.848059,-39.530000
1.854060,-38.590000
1.860060,-38.010000
1.866060,-38.500000
1.872060,-37.710000
1.878060,-37.680000
1.884061,-38.050000
1.890061,-37.950000
1.896061,-38.100000
1.902061,-38.110000
1.908061,-36.310000
1.914062,-36.540000
1.920062,-36.690000
1.926062,-35.770000
1.932062,-36.860000
1.938062,-36.130000
1.944063,-35.240000
1.950063,-35.580000
1.956063,-35.230000
1.962063,-34.300000
1.968063,-34.440000
1.974063,-34.310000
1.980064,-34.150000
1.986064,-34.000000
1.992064,-33.960000
1.998064,-35.190000
2.004064,-34.500000
2.010065,-34.900000
2.016065,-34.100000
2.022065,-33.920000
2.028065,-32.080000
2.034065,-32.320000
2.040066,-32.090000
2.046066,-32.760000
2.052066,-32.130000
2.058066,-32.510000
2.064066,-32.510000
2.070067,-32.290000
2.076067,-31.160000
2.082067,-31.770000
2.088067,-30.890000
2.094067,-31.770000
2.100068,-31.320000
2.106068,-30.350000
2.112068,-31.220000
2.118068,-30.240000
2.124068,-30.570000
2.130069,-29.530000
2.136069,-29.310000
2.142069,-28.820000
2.148069,-29.710000
2.154069,-29.170000
2.160069,-29.150000
2.166070,-28.640000
2.172070,-28.490000
2.178070,-28.710000
2.184070,-28.320000
2.190070,-28.000000
2.196071,-27.750000
2.202071,-28.130000
2.208071,-27.190000
2.214071,-27.080000
2.220071,-26.710000
2.226072,-27.090000
2.232072,-26.760000
2.238072,-26.690000
2.244072,-26.520000
